Account: 111222333
Date Range: 01/01/2025 - 12/31/2025

Account Trade History
Date,Description,Qty,Amount,Commission,Misc,Balance
02/11/2026,BOT +2 COVERED CALL MSFT 100 03/24/2026 500 CALL @3.29,2,-1551.30,-1.30,-0.10,-28328.15
02/13/2026,SELL -11 IRON CONDOR GOOGL 100 03/30/2026 100/105/90/85 CALL/PUT @2.06,-11,2266.00,-28.60,-0.10,-26090.85
02/14/2026,SELL -20 COVERED CALL TSLA 100 02/27/2026 500 CALL @2.19,-20,4380.00,-13.00,-0.10,-21723.95
02/16/2026,SELL -1 COVERED CALL TSLA 100 04/02/2026 500 CALL @3.28,-1,544.42,-0.65,-0.10,-21180.28
02/17/2026,SELL -19 SHORT PUT META 100 03/12/2026 120 PUT @1.83,-19,1021.17,-12.35,-0.10,-20171.56
02/19/2026,BOT +14 IRON CONDOR AAPL 100 02/26/2026 100/105/90/85 CALL/PUT @0.93,14,-1751.12,-36.40,-0.10,-21959.18
02/20/2026,BOT +1 IRON CONDOR AMZN 100 03/18/2026 100/105/90/85 CALL/PUT @3.44,1,-344.00,-2.60,-0.10,-22305.88
02/22/2026,BOT +5 SHORT PUT AAPL 100 03/19/2026 120 PUT @1.56,5,-780.00,-3.25,-0.10,-23089.23
02/24/2026,SELL -5 SHORT PUT SPY 100 04/01/2026 120 PUT @4.86,-5,3670.57,-3.25,-0.10,-19422.01
02/24/2026,BOT +3 COVERED CALL GOOGL 100 03/10/2026 500 CALL @0.59,3,-234.10,-1.95,-0.10,-19658.16
02/26/2026,SELL -6 COVERED CALL AAPL 100 03/28/2026 500 CALL @1.26,-6,756.00,-3.90,-0.10,-18906.16
02/27/2026,BOT +10 COVERED CALL MSFT 100 03/21/2026 500 CALL @4.96,10,-5464.62,-6.50,-0.10,-24377.38
03/01/2026,SELL -18 VERTICAL GOOGL 100 03/26/2026 150/145 PUT @2.12,-18,3816.00,-23.40,-0.10,-20584.88
03/02/2026,SELL -16 IRON CONDOR NVDA 100 04/13/2026 100/105/90/85 CALL/PUT @2.73,-16,4368.00,-41.60,-0.10,-16258.58
03/02/2026,BOT +8 VERTICAL QQQ 100 03/23/2026 150/145 PUT @3.99,8,-5818.73,-10.40,-0.10,-22087.81
03/02/2026,SELL -6 SHORT PUT QQQ 100 04/03/2026 120 PUT @1.81,-6,1086.00,-3.90,-0.10,-21005.81
03/04/2026,BOT +7 SHORT PUT META 100 04/07/2026 120 PUT @3.10,7,-4020.12,-4.55,-0.10,-25030.58
03/05/2026,BOT +20 VERTICAL MSFT 100 04/10/2026 200/210 CALL @1.73,20,-8112.08,-26.00,-0.10,-33168.76
03/05/2026,SELL -8 IRON CONDOR GOOGL 100 03/13/2026 100/105/90/85 CALL/PUT @3.51,-8,2808.00,-20.80,-0.10,-30381.66
03/06/2026,BOT +13 VERTICAL SPY 100 04/12/2026 150/145 PUT @3.40,13,-4420.00,-16.90,-0.10,-34818.66
03/06/2026,SELL -3 VERTICAL TSLA 100 03/25/2026 150/145 PUT @4.18,-3,1254.00,-3.90,-0.10,-33568.66
03/07/2026,SELL -20 IRON CONDOR TSLA 100 04/08/2026 100/105/90/85 CALL/PUT @1.60,-20,3200.00,-52.00,-0.10,-30420.76
03/09/2026,BOT +20 SHORT PUT MSFT 100 04/16/2026 120 PUT @4.44,20,-2961.50,-13.00,-0.10,-33395.36
03/10/2026,BOT +9 COVERED CALL META 100 04/18/2026 500 CALL @1.43,9,-1162.56,-5.85,-0.10,-34563.87
03/12/2026,SELL -13 VERTICAL AMZN 100 04/18/2026 150/145 PUT @4.18,-13,6005.22,-16.90,-0.10,-28575.65
03/14/2026,BOT +15 IRON CONDOR GOOGL 100 04/17/2026 100/105/90/85 CALL/PUT @3.08,15,-4620.00,-39.00,-0.10,-33234.75
03/14/2026,BOT +15 COVERED CALL QQQ 100 04/16/2026 500 CALL @2.30,15,-485.74,-9.75,-0.10,-33730.34
03/14/2026,BOT +5 VERTICAL AMZN 100 04/15/2026 150/145 PUT @3.04,5,-3534.24,-6.50,-0.10,-37271.18
03/16/2026,BOT +8 VERTICAL SPY 100 04/01/2026 200/210 CALL @2.83,8,-1644.60,-10.40,-0.10,-38926.28
03/18/2026,SELL -14 COVERED CALL QQQ 100 04/07/2026 500 CALL @2.18,-14,3052.00,-9.10,-0.10,-35883.48
03/18/2026,BOT +2 COVERED CALL NVDA 100 04/17/2026 500 CALL @1.51,2,-79.71,-1.30,-0.10,-35964.59
03/20/2026,BOT +1 VERTICAL AMZN 100 04/16/2026 200/210 CALL @2.81,1,-165.91,-1.30,-0.10,-36131.90
03/21/2026,SELL -17 VERTICAL MSFT 100 04/28/2026 150/145 PUT @4.71,-17,8007.00,-22.10,-0.10,-28147.10
03/22/2026,SELL -5 COVERED CALL AAPL 100 05/04/2026 500 CALL @1.65,-5,825.00,-3.25,-0.10,-27325.45
03/22/2026,BOT +14 VERTICAL QQQ 100 04/13/2026 200/210 CALL @1.51,14,-2114.00,-18.20,-0.10,-29457.75
03/23/2026,SELL -11 VERTICAL AMZN 100 04/09/2026 150/145 PUT @3.20,-11,4921.30,-14.30,-0.10,-24550.85
03/24/2026,SELL -16 COVERED CALL AAPL 100 04/24/2026 500 CALL @3.34,-16,5344.00,-10.40,-0.10,-19217.35
03/26/2026,BOT +3 SHORT PUT GOOGL 100 05/09/2026 120 PUT @3.20,3,-931.87,-1.95,-0.10,-20151.27
03/26/2026,BOT +6 IRON CONDOR GOOGL 100 04/20/2026 100/105/90/85 CALL/PUT @4.03,6,-2418.00,-15.60,-0.10,-22584.97
03/26/2026,SELL -2 VERTICAL QQQ 100 05/01/2026 150/145 PUT @4.34,-2,868.00,-2.60,-0.10,-21719.67
03/27/2026,SELL -12 VERTICAL AAPL 100 05/06/2026 200/210 CALL @4.66,-12,5592.00,-15.60,-0.10,-16143.37
03/29/2026,SELL -7 VERTICAL AAPL 100 04/15/2026 200/210 CALL @1.85,-7,1295.00,-9.10,-0.10,-14857.57
03/29/2026,SELL -1 VERTICAL TSLA 100 05/12/2026 200/210 CALL @3.79,-1,452.17,-1.30,-0.10,-14406.80
03/31/2026,SELL -11 SHORT PUT META 100 05/05/2026 120 PUT @2.74,-11,5937.42,-7.15,-0.10,-8476.63
04/01/2026,SELL -11 VERTICAL MSFT 100 04/12/2026 200/210 CALL @3.11,-11,3421.00,-14.30,-0.10,-5070.03
04/03/2026,SELL -4 SHORT PUT AAPL 100 04/29/2026 120 PUT @1.78,-4,712.00,-2.60,-0.10,-4360.73
04/05/2026,BOT +6 VERTICAL AAPL 100 05/19/2026 200/210 CALL @3.83,6,-3046.90,-7.80,-0.10,-7415.53
04/07/2026,SELL -4 VERTICAL NVDA 100 05/06/2026 150/145 PUT @2.61,-4,1044.00,-5.20,-0.10,-6376.83
04/09/2026,BOT +20 COVERED CALL GOOGL 100 05/18/2026 500 CALL @3.20,20,-9247.38,-13.00,-0.10,-15637.31
04/09/2026,SELL -7 IRON CONDOR SPY 100 05/12/2026 100/105/90/85 CALL/PUT @1.59,-7,1113.00,-18.20,-0.10,-14542.61
04/11/2026,SELL -3 SHORT PUT GOOGL 100 05/15/2026 120 PUT @1.54,-3,462.00,-1.95,-0.10,-14082.66
04/13/2026,BOT +12 SHORT PUT TSLA 100 05/20/2026 120 PUT @2.26,12,-5214.66,-7.80,-0.10,-19305.22
04/15/2026,BOT +18 VERTICAL AMZN 100 05/25/2026 200/210 CALL @3.04,18,-2807.71,-23.40,-0.10,-22136.43
04/15/2026,BOT +4 SHORT PUT QQQ 100 05/23/2026 120 PUT @1.60,4,-1573.73,-2.60,-0.10,-23712.86
04/17/2026,BOT +5 IRON CONDOR GOOGL 100 05/21/2026 100/105/90/85 CALL/PUT @1.10,5,-935.19,-13.00,-0.10,-24661.15
04/18/2026,SELL -14 SHORT PUT NVDA 100 05/12/2026 120 PUT @3.71,-14,5194.00,-9.10,-0.10,-19476.35
04/18/2026,BOT +16 VERTICAL META 100 05/04/2026 200/210 CALL @0.56,16,-896.00,-20.80,-0.10,-20393.25
04/18/2026,BOT +14 VERTICAL SPY 100 05/31/2026 150/145 PUT @0.71,14,-516.32,-18.20,-0.10,-20927.87
04/19/2026,SELL -10 VERTICAL META 100 05/09/2026 200/210 CALL @4.77,-10,9675.62,-13.00,-0.10,-11265.35
04/19/2026,BOT +17 COVERED CALL SPY 100 05/14/2026 500 CALL @0.53,17,-218.20,-11.05,-0.10,-11494.70
04/21/2026,SELL -2 VERTICAL QQQ 100 05/15/2026 150/145 PUT @3.08,-2,1141.09,-2.60,-0.10,-10356.31
04/21/2026,BOT +11 IRON CONDOR META 100 05/03/2026 100/105/90/85 CALL/PUT @3.33,11,-1221.57,-28.60,-0.10,-11606.58
04/23/2026,SELL -20 COVERED CALL SPY 100 06/06/2026 500 CALL @3.03,-20,4355.61,-13.00,-0.10,-7264.07
04/25/2026,BOT +4 SHORT PUT GOOGL 100 05/27/2026 120 PUT @3.30,4,-1128.59,-2.60,-0.10,-8395.36
04/25/2026,BOT +20 SHORT PUT QQQ 100 05/11/2026 120 PUT @0.58,20,-765.83,-13.00,-0.10,-9174.29
04/27/2026,BOT +12 VERTICAL AAPL 100 05/27/2026 150/145 PUT @4.79,12,-5748.00,-15.60,-0.10,-14937.99
04/28/2026,SELL -15 IRON CONDOR MSFT 100 05/14/2026 100/105/90/85 CALL/PUT @3.30,-15,4950.00,-39.00,-0.10,-10027.09
04/29/2026,SELL -1 SHORT PUT MSFT 100 06/05/2026 120 PUT @0.71,-1,71.00,-0.65,-0.10,-9956.84
04/30/2026,SELL -13 VERTICAL META 100 05/15/2026 200/210 CALL @4.37,-13,5681.00,-16.90,-0.10,-4292.84
05/02/2026,SELL -8 VERTICAL TSLA 100 06/09/2026 150/145 PUT @5.00,-8,4000.00,-10.40,-0.10,-303.34
05/04/2026,SELL -17 VERTICAL SPY 100 06/09/2026 150/145 PUT @1.46,-17,2482.00,-22.10,-0.10,2156.46
05/06/2026,BOT +4 IRON CONDOR SPY 100 05/27/2026 100/105/90/85 CALL/PUT @3.04,4,-1216.00,-10.40,-0.10,929.96
05/07/2026,SELL -7 VERTICAL META 100 06/04/2026 150/145 PUT @2.62,-7,2908.05,-9.10,-0.10,3828.81
05/08/2026,BOT +19 COVERED CALL QQQ 100 05/31/2026 500 CALL @3.22,19,-2508.42,-12.35,-0.10,1307.94
05/08/2026,BOT +18 VERTICAL AMZN 100 06/13/2026 150/145 PUT @3.95,18,-17117.38,-23.40,-0.10,-15832.94
05/08/2026,SELL -8 VERTICAL SPY 100 05/26/2026 200/210 CALL @0.92,-8,736.00,-10.40,-0.10,-15107.44
05/09/2026,SELL -11 COVERED CALL META 100 06/20/2026 500 CALL @3.25,-11,3007.12,-7.15,-0.10,-12107.57
05/10/2026,BOT +5 IRON CONDOR SPY 100 06/13/2026 100/105/90/85 CALL/PUT @2.71,5,-2480.51,-13.00,-0.10,-14601.18
05/12/2026,SELL -11 COVERED CALL GOOGL 100 06/20/2026 500 CALL @3.72,-11,4092.00,-7.15,-0.10,-10516.43
05/14/2026,SELL -12 COVERED CALL SPY 100 06/08/2026 500 CALL @3.97,-12,4764.00,-7.80,-0.10,-5760.33
05/15/2026,BOT +2 COVERED CALL QQQ 100 05/27/2026 500 CALL @0.96,2,-115.79,-1.30,-0.10,-5877.52
05/16/2026,SELL -12 VERTICAL AMZN 100 06/29/2026 200/210 CALL @2.09,-12,2113.61,-15.60,-0.10,-3779.61
05/18/2026,SELL -10 VERTICAL NVDA 100 06/20/2026 200/210 CALL @2.14,-10,748.25,-13.00,-0.10,-3044.46
05/18/2026,SELL -17 VERTICAL META 100 06/24/2026 150/145 PUT @2.41,-17,4097.00,-22.10,-0.10,1030.34
05/18/2026,BOT +20 COVERED CALL AMZN 100 06/04/2026 500 CALL @3.61,20,-4824.96,-13.00,-0.10,-3807.72
05/20/2026,SELL -12 SHORT PUT META 100 06/29/2026 120 PUT @4.12,-12,4944.00,-7.80,-0.10,1128.38
05/21/2026,SELL -19 VERTICAL AMZN 100 06/16/2026 200/210 CALL @2.58,-19,4902.00,-24.70,-0.10,6005.58
05/22/2026,SELL -14 VERTICAL GOOGL 100 06/08/2026 150/145 PUT @4.66,-14,6524.00,-18.20,-0.10,12511.28
05/22/2026,SELL -14 VERTICAL GOOGL 100 06/11/2026 150/145 PUT @2.01,-14,2814.00,-18.20,-0.10,15306.98
05/22/2026,SELL -20 VERTICAL QQQ 100 06/16/2026 150/145 PUT @1.57,-20,7666.80,-26.00,-0.10,22947.68
05/24/2026,BOT +4 SHORT PUT GOOGL 100 06/29/2026 120 PUT @4.64,4,-954.79,-2.60,-0.10,21990.19
05/25/2026,SELL -16 COVERED CALL SPY 100 07/08/2026 500 CALL @3.85,-16,12659.90,-10.40,-0.10,34639.59
05/25/2026,SELL -9 IRON CONDOR MSFT 100 06/02/2026 100/105/90/85 CALL/PUT @3.13,-9,2817.00,-23.40,-0.10,37433.09
05/27/2026,SELL -1 VERTICAL NVDA 100 06/12/2026 200/210 CALL @0.93,-1,93.00,-1.30,-0.10,37524.69
05/29/2026,SELL -15 VERTICAL GOOGL 100 06/16/2026 200/210 CALL @4.06,-15,8399.00,-19.50,-0.10,45904.09
05/30/2026,SELL -8 VERTICAL META 100 06/16/2026 150/145 PUT @3.73,-8,2984.00,-10.40,-0.10,48877.59
05/30/2026,SELL -18 VERTICAL GOOGL 100 06/23/2026 150/145 PUT @1.25,-18,2250.00,-23.40,-0.10,51104.09
06/01/2026,BOT +17 VERTICAL MSFT 100 07/13/2026 200/210 CALL @1.02,17,-1391.96,-22.10,-0.10,49689.93
06/02/2026,BOT +2 VERTICAL NVDA 100 06/10/2026 150/145 PUT @3.63,2,-726.00,-2.60,-0.10,48961.23
06/04/2026,SELL -5 VERTICAL SPY 100 07/17/2026 200/210 CALL @2.06,-5,1030.00,-6.50,-0.10,49984.63
06/04/2026,BOT +20 VERTICAL TSLA 100 06/21/2026 200/210 CALL @1.91,20,-9337.33,-26.00,-0.10,40621.20
06/04/2026,SELL -17 COVERED CALL NVDA 100 06/30/2026 500 CALL @4.74,-17,8058.00,-11.05,-0.10,48668.05
